UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
4383,49335,MIA - MCO/BOS - PVD,16-03-2020,"No meat, chicken or pork left at the grocery store? You can still get it delivered to your house from 
@PerdueFarms Get 15% off &amp; a free box of diced chicken breasts when you use this link https://t.co/RTPF4pgAhh #affiliate Spend $119 for free shipping #Coronavirus #COVID19 https://t.co/GhFXnzV1Ih",Extremely Positive
4384,49336,"Issaquah, WA",16-03-2020,Local news on how COVID-19 may impact the real estate market  https://t.co/llOuiVvbyE via @komonews #realestate #homebuying https://t.co/iB28DJaOQL,Neutral
4385,49337,"London, England",16-03-2020,"Ingenious product placement at my local grocery store! 

Handwash, sanitizer, condoms and facemasks- DIY quarantine kit. 

Welcoming all the scorpions going to born out of this pandemic.
#coronavirus #COVID2019 #WomenInSTEM #medtwitter https://t.co/eqged2EcAO",Positive
4386,49338,,16-03-2020,"Wish people would remember to be kind to supermarket workers amidst the COVID-19 chaos, we have restrictions in place but we canÂt control people. We are also putting our health at risk staying at work and serving people, not everyone has the luxury of being able to self-isolate.",Negative
4387,49339,,16-03-2020,How about thanking a grocery store worker for enduring the chaos and trauma of these uncivilized days! #coronavirus #Covid_19 #groceryshopping #grocerystore #grocer #thankyou #thankful #thankunext,Extremely Negative
4388,49340,california...for now,16-03-2020,"guess what my jobs solution is to help prevent this covid-19??

open the store one hour later.

oh and make sure all students update their availability since we have an extended spring break.

love working retail!!",Extremely Positive
4389,49341,"Amsterdam, The Netherlands",16-03-2020,covid 19 got me online shopping 24/7,Neutral
4390,49342,"New Delhi, India",16-03-2020,"@ArvindKejriwal Sir pls close all retail store like,Croma store, Vijaysale ,more store because here working very risky pls sir #closetheretailstore  #coronavirus https://t.co/8jK16DdR8s",Positive
4391,49343,,16-03-2020,i'm so affraid of covid-19 that i'll spend my whole evening in a crowded supermarket https://t.co/ObxzWKZ9uS,Neutral
4392,49344,"Austin Metro Area, Texas, USA",16-03-2020,"One way to #HowToKeepPeopleHome is to help make it easier for them to get deliveries of food and other items while at home.
Currently, demand for rideshare on @uber and @AskLyft is cratering during the COVID-19 crisis. Delivery demand is *increasing*, though.",Negative
4393,49345,guantanamo,16-03-2020,"Seattle to provide $800 in supermarket vouchers to thousands of families during coronavirus crisis, mayor says https://t.co/jupy1W34KK to more than 6,000 families to help them buy food, cleaning supplies and other household goods",Negative
4394,49346,,16-03-2020,"@govinslee Why not have supermarkets let most at risk citizens (elderly, etc.) grocery shop for an hour or 2 first thing in every a.m. without crowds in a clean store? #coronavirus #CoronaVirusSeattle",Negative
4395,49347,,16-03-2020,Prediciton: Not that it needs a boost but after bored quarantined buyers shop till they drop on the sofa for 15 days online shopping will crush  retail for long after the Covid-19 has passed.,Extremely Negative
4396,49348,glocal,16-03-2020,"Panic-buying in reaction to coronavirus has meant a drop in donations for some foodbanks, while some are also struggling to buy supplies from grocery stores.
Feeding America Establishes COVID-19 Response Fund To Help Food Banks During Coronavirus Pandemic https://t.co/6UhgJMo3xb",Extremely Negative
4397,49349,Jimin's glossy lips,16-03-2020,"covid-19 made spain lockdown but i gotta work on the supermarket to offer basic services, my life sucks",Negative
4398,49350,,16-03-2020,@News12NJ I would hope that News12 Nj can help and get the word out to help protect grocery store clerks. We are being exposed every second to crowds of people with no restrictions or protection. Please help us to get social distancing restrictions. #nycs,Extremely Positive
4399,49351,"Montebello, CA",16-03-2020,"THANK YOU GROCERY STORE EMPLOYEES, FARMERS, TRUCKERS, HEALTHCARE WORKERS, RETAIL EMPLOYEES THAT ARE STILL WORKING, AND ALL OTHER ESSENTIAL INDIVIDUALS OFFERING YOUR LIVES TO HELP FIGHT COVID-19 ??",Positive
4400,49352,London,16-03-2020,"#covid_19

When it's gone...there will not be humanity left on us!

I'm helping a friend who's unable to go to the supermarket because of his disability. I'm disgusted at the behaviour of people who have been told there is no need to #panicbuying yet theÂ https://t.co/3aVwYhLEIf https://t.co/xBsgmbFncz",Negative
4401,49353,LA - NYC,16-03-2020,"this is kind 
https://t.co/QoXqJDbLiC",Positive
4402,49354,,16-03-2020,those extreme couponers who stock up on toilet paper and food must be vibing so hard rn. #coronavirus,Negative
4403,49355,,16-03-2020,Slim pickins at the supermarket requires creativity in cooking. Anyone else feel like theyÂre in an episode of ÂChoppedÂ? #coronavirus  #Covid_19,Extremely Positive
4404,49356,USA,16-03-2020,"Demand has risen since people are filling up their fridges and storerooms.. 
#Demand increases ? prices increases.. 
May the Lord help the poor??????.    
#COVID_19",Negative
4405,49357,Sydney,16-03-2020,smart and pragmatic from @Telstra @andy_penn giving consumer &amp; small business home broadband customers unlimited data at no additional charge until 30 April 2020 details -&gt;https://t.co/P2Ov6wF3u2 https://t.co/sFa7TXQqPW,Extremely Positive
4406,49358,"Tempe, AZ",16-03-2020,"Covid-19 isnÂt a joke. IÂm well aware this is an issue bigger than us. But at this moment, people still have to go places to survive. So to any worker, rather that be at a grocery store, fast food, retail, whereverÂremember most of them have to be there and put themselves at risk",Negative
4407,49359,"Boston, MA",16-03-2020,"We are headed for an extinction-level event for consumer brands. If you arenÂt operating a digital-first model, you may not survive. Traditional in-store experiences were already on life support, and COVID-19 is a massive accelerant of those trends.",Positive
4408,49360,,16-03-2020,"@DrAmalinaBakri Saw someone shared on what kind of food you should stay away from during COVID 19 - raw meat, sugar and milk. As an engineer, I know for a fact that milk&amp;sugar available at supermarket, has to go through pasteurisation process, bacteri",Positive
4409,49361,,16-03-2020,panic buying weed instead of food during covid 19 because I know how to live,Negative
4410,49362,"Staten Island, NY",16-03-2020,"What are some items to #StockUp for my #stockpile on besides water, pasta, canned goods, juice, diapers and toilet paper? Married with two kids under 5 here. #doomsdayprepper #coronavirus",Neutral
4411,49363,"South Carolina, USA",16-03-2020,"Coronavirus Live Updates: France Struggling to Curb COVID-19 Spread

https://t.co/qLlMyCxLYv

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/Q2viIcSFPD",Negative
4412,49364,,16-03-2020,"#Coronavirus

The world could soon be run by a load of pussys playing their Xboxs &amp; PlayStations who've never done a day's work, who self isolate constantly.... You will be shopping online in a Minecraft city whilst drones delivery the monkey spankers food",Neutral
4413,49365,,16-03-2020,For those in need of #toiletpaper try eBay.  You can get in bulk from us sellers for reasonable prices (just got 12 for 23 from a California seller) #coronapocolypse #COVID2019 your welcome,Positive
4414,49366,Central PA,16-03-2020,"Things to keep busy
?????Run or walk outside
????Get your taxes done
?Do some online shopping
?? Catch up with old friends
? Binge movies n tv shows
? Reschedule your event
? Work on your Will
? Learn to cook
#COVID19 #pandemic #coronapocalypse #coronavirus #CoronavirusUSA",Positive
4415,49367,"Melbourne, Australia.",16-03-2020,"Went to the shops this evening, and the shelves are empty! I am so mad and disgusted at the selfishness of people hoarding food! ? this panic buying is pointless and out of hand! #Covid_19",Extremely Negative
4416,49368,the bay ?,16-03-2020,On some real shit...why we acting like u drop dead once you get the #CoronaVirus ? This whole thing is baffling n I believe the government is behind this shit ?????? I said what I said. But I am finna stock up on food Ctfu,Extremely Negative
4417,49369,,16-03-2020,When stocking up for #SocialDistancing...If you see something labeled ÂWICÂ please chose another brand. People who rely on WIC products to feed their kids cannot. WeÂre all in this together ?? https://t.co/3OwhR650m4,Positive
4418,49370,liv,16-03-2020,"so many are getting fired from their job bc of covid-19, nothing is open, our supermarket never has the basic things....this situation sucks so badly. but honestly the danish government handled this really great and quickly before it got BAD bad",Extremely Negative
4419,49371,Malaysia,16-03-2020,"if i don't die bc of covid-19, I'll die from the lack of food bc YALL DONE TOOK EVERYTHING IN THE SUPERMARKET JALANALANAKANAKAKAK",Extremely Negative
4420,49372,,16-03-2020,"WeÂre also old enough to stay home without a guardian. And students whoÂd prefer to risk everyone and go out shopping during this time, give them a reality check. Half of my generation find this a joke and waste of time. Make us stay indoors and complete school online! #COVID2019",Negative
4421,49373,"Chicago, Illinois",16-03-2020,"The City of Chicago's Department of Business Affairs &amp; Consumer Protection (BACP) is soliciting your feedback as they develop resources and measures to support small businesses that have been impacted by COVID-19 (survey)
 https://t.co/nuuhfhW5Ut",Positive
4422,49374,london,16-03-2020,Either #coronavirus will kill us or we will starve to death. Online shopping in total f***ing meltdown as well...,Extremely Negative
4423,49375,Pgh,16-03-2020,I was wondering if my cash register person in food service had COVID-19.(they won't take sick leave cause they have none. They won't go see a doctor cause they don't have health insurance. It is not offered.) Trying not to panic though. #America #SickofWinning,Extremely Positive
4424,49376,"Manhattan, NY",16-03-2020,IÂve socially distanced myself from the kitchen. Now the next hurdle is socially distancing myself from all this unnecessary online shopping IÂm doing. #coronavirus Â #quarantinelife,Neutral
4425,49377,,16-03-2020,"Is buying 14 days worth of food and supplies stock piling? After boris' conference a few mins ago I'd say it's the sensible thing to do, within reason. #stockpiling #COVID2019 #QuarantineLife",Positive
4426,49378,"Bangkok, Thailand",16-03-2020,We are expecting big announcements tomorrow for #Bangkok #Coronavirus stay tuned everybody. This is time to stock food supplies that will last at least for 2 week. Lets hope things will get normal soon.,Positive
4427,49379,"flavortown, USA",16-03-2020,pls stop panic buying and hoarding food bc the rest of us will then have to constantly go out to look for food and not help the efforts to contain COVID 19,Extremely Negative
4428,49380,France,16-03-2020,Covid19 panic. Pascal Montagne for @37degres and @studiohanslucas #panic #france #french #covid_19 #food #shortage #paranoia #disease #health #pandemic https://t.co/72wKsDqn4b https://t.co/GcO6UfeAMZ,Negative
4429,49381,,16-03-2020,sounds like a good idea - LA market offers special hours for seniors to shop...yes?  no?  https://t.co/xJN5rDu3o9 #coronavirus,Extremely Positive
4430,49382,,16-03-2020,"Thread; Interested to see what impacts #COVID2019 has on a number of things as a result of working at home, self isolation. Eg How will online behaviours change and stick? Online shopping, delivery services, media consumption?",Positive
4431,49383,"Dallas, TX",16-03-2020,"please stop this unnecessary panic buying. look at who youÂre affecting.

please stop this unnecessary panic buying. look at who youÂre affecting.

please stop this unnecessary panic buying. look at who youÂre affecting. https://t.co/WiTqX0A9b5",Extremely Negative
4432,49384,Shitty Birmingham ,16-03-2020,@asda why is stock not being limited in ur stores? Went 2 ur minworth store tonight and saw someone with like 10 packs of nappies! It was sad tbh especially after all I've seemed to see on my fb today is mothers struggling to find nappies and food #corona,Negative
4433,49385,"Toronto, Ontario",16-03-2020,"PSA: I work in a mall. My store hasn't closed down because well fuck capitalism. And I want you all to know how difficult it is for retail/people in the food industry who have NO CHOICE but to go to work. So please, if it is not necessary please avoid the the mall #coronavirus",Extremely Positive
4434,49386,"MontrÃ©al, QuÃ©bec",16-03-2020,We like most of you have been thinking of ways to do our part to reduce the transmission of COVID-19 in Canada. We are closing our Retail Store and Head Office in MontrÃ©al temporarily for 2 weeks. There is nothingÂ https://t.co/517reAfJdk,Positive
4435,49387,"Dundee, Scotland",16-03-2020,A little bit relieved to see UK government changing the direction of covid-19 strategy.  Hope it calms the nerves of grocery shoppers and I hope for a stocked supermarket on Wednesday.,Extremely Positive
4436,49388,Indianapolis IN,16-03-2020,Is #coronavirus making @realDonaldTrump look bad because the economy is taking a dive or is it helping him because all you #VoteBlueNoMatterWho2020 people really see what #DemocraticSocialism really looks like because the stores Shelves are BARE. #nofood #Trump2020 #MAGA #KAG,Positive
4437,49389,"Irvine, CA",16-03-2020,The amount of anxiety and stress having to work at a grocery store during this time? #grocerystore #retail #coronavirus,Negative
4438,49390,"Locarno, Switzerland",16-03-2020,"panic buyers at the Supermarket be like..

#coronapocolypse #CoronavirusOutbreak #covid?19uk #COVID2019 #COVID19france #panicbuying https://t.co/fEGKlbJMk7",Negative
4439,49391,America,16-03-2020,"I love @DRUDGE but it is starting to become another tool of unnecessary panic.

Everyone needs to STOP posting stories about lack of food and not being able to keep up with demand.

YOU are the problem.

#CoronaVirus
#WuhanCoronavius 
#WuFlu",Extremely Negative
4440,49392,Near president Trump,16-03-2020,"The #grocery store is out of most everything?CÂmon people get a fucking grip! This is bullshit?NO tp, paper towels or wipes for miles &amp; miles to be found. May come down to using underwear &amp; going commando? 
#Maryland #AAcounty #CoronaVirus #EmptyShelves #Trump2020 #WWG1WGA #Q https://t.co/ItpMPdZmEs",Extremely Negative
4441,49393,Staying humble,16-03-2020,"I miss going shopping online and offline ?I need all of this to go back to normal,corona has created such a barrier, public transport just ainÂt it. We need this to be done already so I can enjoy myself man #COVID19 #coronapocolypse #coronavirus",Positive
4442,49394,"Wallasey, England",16-03-2020,Are we getting quarantined an shoukd I stock up on food #coronavirus #Covid19Walkout #housearrest,Neutral
4443,49395,PHL/NYC,16-03-2020,"Amazon may hire 100,000 to keep up with surge in orders as coronavirus spreads https://t.co/QEnD4W3qpN via @phillyinquirer",Positive
4444,49396,,16-03-2020,"@kumailn My country is suffering from the disease, Covid-19. It is very serious. I don't even have money to stock up on food. I don't have money to take my family to check for this disease. The cost is high.  I need $ 30,000 (USA) money to support my fami",Negative
4445,49397,"Los Angeles, CA",16-03-2020,panic buying after first infection of covid-19 in the USA @nytimestech #COVID19 https://t.co/S2SH0fGGtP https://t.co/d4I5tFNHe0,Negative
4446,49398,,16-03-2020,I so love this ?? Food Town grocery store chain offers senior hours for customers over 65 | https://t.co/6CUtKBVZZv #COVID2019 #covid19houston  https://t.co/V5ddBuYiXI,Extremely Positive
4447,49399,,16-03-2020,"Pls don't yell @ retail employees. It's not their fault the store has run out of alcohol, hand sanitizer or toilet paper. They are going through this like the rest of us. In this time of fear and confusion, please don't forget to be kind. #COVID2019",Extremely Positive
4448,49400,,16-03-2020,Soooo what about retail workers during all this?? Do we get to close at 8? How many people can I let in and out of the store?? I really need answers.... #CoronavirusOutbreak #coronavirus #coronavirusny,Neutral
4449,49401,thra,16-03-2020,"covid-19: you're gonna have to work from home

me: i can handle this

covid-19: you're gonna have to ration and stock food

me: i can handle this

covid-19: you're gonna have to not see friends at all ever

me: ?????????????????????",Negative
4450,49402,"Los Angeles, CA",16-03-2020,"We want to answer your #coronavirus questions - big or small...
Should you drive during spring break?
Am I putting myself at risk by going to the grocery store?
Should I get food delivered and is it safe? Fill out our questionaire:??
https://t.co/ReGMPRhxIG",Positive
4451,49403,Karachi,16-03-2020,Schools and Universities are closed for a month- fine #COVID2019  #corona but I have a quetion that why many shopkeepers are selling masks on high prices- we  can afford but what about others who can't  @NakuulMehta #FanForever,Positive
4452,49404,,16-03-2020,I feel so bad bc I placed a JSC order on the 13th NOT thinking at all because Covid 19 I figured shopping online would be okay. But now what happens? IÂm fine with waiting because I understand since things are closing. I still want the items lol.,Extremely Positive
4453,49405,,16-03-2020,"@realDonaldTrump My son and my niece just now lost their jobs at pizza hut, the drive thru will be operating only because of panic over the Covid-19.  My son is my caregiver. He helps with food and car repairs.  What is the solution for people like us?",Positive
4454,49406,"They/she, Nb, bi",16-03-2020,"Im fucking calling it now, covid-19 isnt gonna kill us, since we're all gonna kill eachother due to a fucking food shortage. The panic is gonna go from a mere virus to a fucking all out apocalypse due to how shit is going right now, you're all gonna cause a damn downfall",Negative
4455,49407,???,17-03-2020,Most shops closed in but supermarkets groceries pharmacies open take away restaurants open These photos are from a well stocked supermarket,Positive
4456,49408,,17-03-2020,Relax stay calm the majority of cases are mild the bulk of people recover especially if u r a healthy young person the best thing you can do to help keep others safe is stock up enough food water supplies amp stay home for a few weeks we love you  ,Extremely Positive
4457,49409,TX,17-03-2020,"I work overnight in retail at a major sporting goods store and I find it mind boggling that we still have to be here. There is a woman here, in her 70s, who also lives with her 90 year old mother. Another guy whose GF works in an ER. Come on people. #COVID2019 #stayhomechallenge",Neutral
4458,49410,,17-03-2020,Los Angeles residents are bulk buying firearms amid fears of a food shortage as continues to sweep across the 19,Negative
4459,49411,United Kingdom,17-03-2020,Queues to buy guns in LA   Buyers tell me they re scared of what will happen if people run out of food and supplies and they need to protect their families We re live on as panic hits LA,Negative
4460,49412,...,17-03-2020,Realizing how much online shopping I do... so many businesses have my email addresses sending out their closures for COVID-19... at least some of them indicate their workers will be getting paid ??,Neutral
4461,49413,"Bay Area, Ca",17-03-2020,As we face significant uncertainty due to the pandemic I want to take a moment to thank the hospital staff first responders grocery store employees community pharmacists lab technicians and everyone else on the front lines of this crisis You are true heroes,Positive
4462,49414,"London, England",17-03-2020,Barely anyone in buys cars amid as consumer spending and demand growth are crippled in the world s biggest and oil import market Expect similar charts from and to emerge soon as a hits ,Positive
4463,49415,"Roanoke, VA / Gatlinburg, TN",17-03-2020,There are elderly people amp families not able to buy their groceries because people are buying every damn thing going Some are being greedy mother fuckers There s NOT a food shortage do your normal shop amp THINK of others,Extremely Negative
4464,49416,"Loveland, CO",17-03-2020,I KNOW y all aren t panic buying food but leaving them seasoning aisles full Going into quarantine with UNSEASONED food  ,Negative
4465,49417,"Europe, Caribbean, Africa",17-03-2020,With #Covid_19 sparking panic buying many smaller local shops are now demanding CASH ONLY sales. Asylum seekers who rely on these shops using @ukhomeoffice #ASPENcard have No cash= No food/essentials for them and kids. #HostileEnvironment @SYMAAG @RefugeeAction @VOICESNetworkUK,Extremely Negative
4466,49418,Everywhere + Nigeria + Globe,17-03-2020,The Dubai based Majid Al Futtaim says it will be reducing its working hours at malls it operates to eight hours excluding its supermarket chain Carrefour and pharmacies within the malls as a measure to stop the spread of 19,Negative
4467,49419,South West Florida,17-03-2020,"@Rosie Seriously - my grocery store was out of regular sugar and flour. 

Apparently we are gonna fight #COVID2019 with baked goods!! https://t.co/JjAZTA3wYl",Negative
4468,49420,KHOBAR | RIYADH ,17-03-2020,H E Dr Majid Al Qasabi Minister of was filmed today while personally inspecting the stock availability of food amp goods in the supermarkets in saying there will be severe penalties against any price manipulations,Negative
4469,49421,Joburg and wherever life takes,17-03-2020,"So far, the Minister does not seem to have made statement on the catastrophe that can develop if the issue of markets operation is not addressed. Food insecurity has potential to make current Covid-19 panic look like a kindergarten and could lead to riots. I submit",Extremely Negative
4470,49422,Joburg and wherever life takes,17-03-2020,"Untransformed, SA Supermarket Chain Retailers coining it on the back of consumer panic caused by COVID-19 pandemic with ""confiscatory"" pricing practices. Must be asking themselves, ""Who needs BlackFriday anyway with steep discounts to cream it when you got COVID?"" #GreedyBastards https://t.co/cz7v14RzzA",Negative
4471,49423,,17-03-2020,"Due to the COVID-19 virus and the global health pandemic, we will be closed at our retail location until further notice. Our immediate thoughts are with those affected in this trying time. Our online store is open and social channels will still be active. 

With love &amp; hope
BAGP",Extremely Positive
4472,49424,"Niagara, Ontario",17-03-2020,For the health and safety of our customers Pillitteri will be cancelling all tour and tasting programs in response to COVID 19 Our winery retail store will remain open for sales only and we will be offering FREE SHIPPING on any online wine orders at,Extremely Positive
4473,49425,Northern England,17-03-2020,Away from virology healthcare policy etc for a second but still Massive credit due to UK supermarket workers It must be really stressful at the moment so thank you   Please RT,Extremely Positive
4474,49426,"San Mateo County, California",17-03-2020,Chris a 67 year old who works at a grocery store in Seattle is caught in the crossfire of the panic She s one of 70 people who have shared their experience of working in the service industry in the US right now We want to hear from you,Negative
4475,49427,portland,17-03-2020,"My friend Norah works at a big chain grocery store and one of her teammates tested positive for COVID-19. She was told to keep coming to work, and not to tell the press. 

Instead, she's giving up income to avoid spreading the disease. Can we all chip in and give her sick pay? https://t.co/Ca34zBqA2M",Positive
4476,49428,Birmingham all my life,17-03-2020,Food banks are struggling nationally and locally Please keep giving and encourage others to also They are needed more than ever as supply to food banks drops and demand has and will increase nimmo,Extremely Positive
4477,49429,Royal Leamington Spa,17-03-2020,Hey are likely to make a fortune from boom in online shopping due to Are you going to ensure they pay fair UK tax We ll need that income for recovery Wouldn t the EU Tax Avoidance Directive be useful right now,Positive
4478,49430,"New South Wales, Australia",17-03-2020,A big shout out to all those supermarket employees who are working long hard hours dealing with the crazed general public. I salute you for what you are providing to us all. Thank you ? #shoutout #Supermarketsemployees #COVID2019 #COVID @Coles @woolworths @ALDIAustralia,Positive
4479,49431,New England,17-03-2020,COVID 19 POLICY IDEA If lawmakers want more people to temporarily stay at home and conduct more online shopping RI should temporarily amp other e sales taxes to encourage delivery of goods amp food and keep more w those who have lost their jobs,Positive
4480,49432,ware,17-03-2020,Our caller Nicole who has a toddler and a newborn baby finds it hard to contain her emotion as she describes to Jeremy the difficulty she s having in finding food because of panic buyers,Extremely Negative
4481,49433,,17-03-2020,is not limited to supermarkets and pharmacies While food flies off shelves others with a survivalist bent are on a mission to purchase firearms More,Positive
4482,49434,,17-03-2020,to close its doors from 3 17 3 31 Employees will continue to be paid during the temporary closure Online shopping still active,Positive
4483,49435,Australia,17-03-2020,Seniors and pension card holders have tried to make the most of a dedicated shopping hour set up by the major supermarket chain for vulnerable people in the midst of the COVID-19 outbreak. https://t.co/keTKwwSa9m,Positive
4484,49436,"Wilmington, DE",17-03-2020,"With the restrictions on bars, restaurants, and other popular consumer stops included in Gov. John Carney's State of Emergency declaration over novel coronavirus COVID-19 concerns, Delaware is about to see an influx of unemployment claims--so many, Â https://t.co/KuEcdsZql0",Negative
4485,49437,"Cairo, Egypt",17-03-2020,"There are systems in place that will ensure #Egypt doesn't run out of food
#Coronavirus #COVID_19
https://t.co/ZnYKfN5JdL",Positive
4486,49438,Tampa Florida,17-03-2020,"THANK YOU ? To our medical workers, grocery store employees, truck drivers and National Guard for keeping our country's wheels turning &amp; stepping up to the call of duty during this #COVID19 #coronavirus outbreak.

We couldn't do this without you. https://t.co/Mn4a7HNTXz",Positive
4487,49439,"Chicago Heights, IL",17-03-2020,Chicago consumers be aware of consumer fraud related to the Coronavirus Disease 2019 Outbreak submit consumer fraud complaints via 3 1 1 or at Learn more about,Extremely Negative
4488,49440,,17-03-2020,Microsoft announced tonight that it will close all Microsoft Store retail locations due to the COVID 19 outbreak,Neutral
4489,49441,"Bern, Switzerland.",17-03-2020,"Throughout this #COVID2019 pandemic the thing I am MOST impressed with is that so far no American has hauled off and shot someone over the last tin of baked bins on a supermarket shelf.

This situation won't last, sadly.",Positive
4490,49442,"Bern, Switzerland.",17-03-2020,Stockmarkets are down 30 but Australian supermarket shares are up thanks to the 250 rolls of toilet paper and 11 kilograms of penne you bought last week,Extremely Positive
4491,49443,"Arizona, USA",17-03-2020,I know we re so thankful for nurses doctors grocery store clerks and those who stock the shelves Let s not forget about the truck drivers driving to get the stores their orders   It s a job that only the tough can do,Extremely Positive
4492,49444,"Dubai, United Arab Emirates",17-03-2020,South Korea has lived with since January but there s no panic or hoarding of supplies like in the US Is there a study on why people countries react differently to crisis A study on no hoarding in crisis leads to enough normal food supplies for everyone,Extremely Negative
4493,49445,Northern New Jersey,17-03-2020,"Ummmmmmmmmm, how bout, shit you need?! The jeanyuses at @CNN providing rock-solid information, as always. Ay Dios mio! ? #FakeNews #coronavirus 
https://t.co/X22lyFwgAI",Negative
4494,49446,,17-03-2020,Do you know who the real heroes of the pandemic are The grocery store employees and truck drivers who are keeping the shelves stocked amid widespread panic America s farmers The doctors amp nurses working double shifts putting themselves at risk Thank you  ,Positive
4495,49447,"Strensall, North Yorkshire, UK",17-03-2020,407 new confirmed cases in the UK Please remember that many many more people have Covid 19 infection but are self isolating and not being tested So our statistics are skewed Take care Wash hands Stay away from groups Stop panic buying the elderly need food too,Negative
4496,49448,on your nerves,17-03-2020,Had my 1st mini freakout today when de Blasio warned us to prep for possible  shelter in place  order within 48 hours I rerouted to the grocery store Then Cuomo angrily responded that it was off the table Guys Talk Better That s fucked up  ,Extremely Negative
4497,49449,SoCal,17-03-2020,When this is all over I don t ever want to hear anything about retail amp food service workers not deserving a living wage from one single person who went to a store or needed food during the Covid 19 outbreak They are keeping our world turning in the face of a national disaster,Negative
4498,49450,"Sydney, New South Wales",17-03-2020,"Empty shelves in #Moscow supermarket amid #coronavirus fears
#Russia 
#COVID2019 #CoronavirusOutbreak https://t.co/8TqAe76qq7",Negative
4499,49451,"Orange County, CA",17-03-2020,"[#DTC #eCommerce]
More people are staying home due to fears of the #coronavirus's spread &amp; the demand for pickup and delivery is accelerating. T

U.S. digital groceries hit $23.9 billion in sales in 2018 and were forecast to hit $59.5 billion in 2023.
https://t.co/fHv3g5v7Pi",Negative
4500,49452,London,17-03-2020,"Consumer demand for rice, flour and cooking oil has soared over the last week in predominantly Asian Muslim areas in the UK due to the outbreak of the #coronavirus. #COVID19 https://t.co/uYWHdrQsBI",Negative
4501,49453,Mars,17-03-2020,"Oil Prices down
Exchange Markets down

Machine Learning in
Network Technology in

New World is loading

#COVID19france 
#COVID19germany 
#Covid19usa 
#COVID19turkey
#ChineseVirus 
#COVID2019 
#stayhome
#QuarantineLife",Neutral
4502,49454,"Huddersfield, West Yorkshire",17-03-2020,Hey Johnson Sunak I m disabled over 60 in the pre existing conditions at risk group and voluntary self isolating Can t get ANY SUPERMARKET to deliver me the bare essentials HOW DOES YOUR FUCKED UP POLICY FUCKING WORK,Extremely Negative
4503,49455,,17-03-2020,prices inched lower today as investors continued to sell assets to keep their money in cash amid heightened panic over,Negative
4504,49456,News & Bible verses USA,17-03-2020,"#Coronavirus Panic Clears Store Shelves, Leaving Autistic Child with Food Aversions Nothing to Eat | The #Autism Site Blog https://t.co/SjsnErVUwz",Extremely Negative
4505,49457,"Richmond, Va.",17-03-2020,PLEASE SHARE! A viral post on social media is misleading to mothers in need. https://t.co/3Wd5FvRvo7,Positive
4506,49458,"Regina, Canada",17-03-2020,"As COVID-19 keeps hitting the economy, the Regina Food Bank is putting out the call for financial donations so it can deliver food hampers to people in need.
https://t.co/CnAvHgkNJy",Neutral
4507,49459,"Regina, Canada",17-03-2020,"Many people going to grocery stores may be seeing empty shelves after a surge in demand due to COVID-19, but the storesÂ operators are asking customers for patience.
https://t.co/Gval7wMQb3",Negative
4508,49460,,17-03-2020,What about all the grocery store clerks  50+ or (@target and @walmart ) employees that arenÂt even provided protective gear! Are they being sent out to die ??? Let them go home !!!! And compensate them !!! #COVID2019,Negative
4509,49461,,17-03-2020,A store that does not need to be open is @target considering all the grocery stores still open! Make a rule that only allows the elderly to shop every1 else can do a store pickup! You are putting your employees at risk when you donÂt even provide them protective gear #COVID2019,Negative
4510,49462,,17-03-2020,hey psa everyone there s no need to panic buy groceries food supply chains aren t expected to be affected by the pandemic italy china amp other hard hit areas still have access to food and you may contract covid 19 while in line at a crowded grocery store,Extremely Negative
4511,49463,"Los Angeles, CA",17-03-2020,my sister just sent me these pics from our local supermarket yÂall need to stop panic buying everything or we gonna DIE #COVID2019 #COVID19 https://t.co/jbvxbwpjYx,Extremely Negative
4512,49464,,17-03-2020,I hope no one who is panic buying at the supermarket is positive of Covid-19 without knowing it.,Positive
4513,49465,,17-03-2020,  Panic buying is not limited to supermarkets and pharmacies While food flies off shelves others with a survivalist bent are on a mission to purchase firearms More via,Negative
4514,49466,United States,17-03-2020,"My kids noted the Korean-owned corner store has a dedicated worker wiping down surfaces constantly. They get it! IÂm concerned about the grocery &amp; retail workers. IÂm not seeing a lot of precautions taking place. 

Ppl talking is risk?

#coronavirus #COVID2019  @HaggenFood",Positive
4515,49467,"BACK TO THE WOODS Phila, PA",17-03-2020,Amazon may hire 100 000 to keep up with surge in orders as coronavirus spreads,Positive
4516,49468,,17-03-2020,How cruel of you to not go forward with closing for a week two You are the worst retail store in the world This is reason all stores are closing Jill is a horrible person I hope she realizes what she s done I hope JCPenney gets critized n bashed by everyone now,Extremely Negative
4517,49469,Kcmo,17-03-2020,Looking for toilet paper in the grocery store like,Positive
4518,49470,,17-03-2020,"My kids gon be writing essays on how COVID-19 acted as an economic shock internationally. Influencing global trade, consumer behaviour and equity markets.",Negative
4519,49471,,17-03-2020,Malaysia announced restricted movement re COVID 19 and the country launched into panic buying Imagine announcing a threat on food security due to climate change impacts Will people start panic buying or will they demand their govt to step up on their climate actions,Extremely Negative
4520,49472,,17-03-2020,Don t underestimate the power of a kind word to someone right now There are a lot of people being really awful to health care provider grocery store staff and I m sure many others Smile and say thanks for doing your best at a tough time can mean everything for them 19,Extremely Positive
